model-1593639189, 1593639206.602, 0.58, 0.2458, 0.72, 0.2067
model-1593639189, 1593639206.647, 0.66, 0.1962, 0.76, 0.1846
model-1593639189, 1593639206.692, 0.72, 0.1895, 0.72, 0.1864
model-1593639189, 1593639206.735, 0.78, 0.1828, 0.69, 0.1882
model-1593639189, 1593639206.781, 0.74, 0.199, 0.65, 0.2321
model-1593639189, 1593639206.824, 0.74, 0.1879, 0.64, 0.2047
model-1593639189, 1593639206.867, 0.66, 0.2167, 0.65, 0.1964
model-1593639189, 1593639206.916, 0.7, 0.1982, 0.78, 0.1662
model-1593639189, 1593639206.96, 0.75, 0.1759, 0.7, 0.1903
model-1593639189, 1593639207.004, 0.66, 0.1992, 0.71, 0.1797
model-1593639189, 1593639207.051, 0.67, 0.214, 0.72, 0.2017
model-1593639189, 1593639207.094, 0.68, 0.2101, 0.7, 0.2043
model-1593639189, 1593639207.138, 0.75, 0.1994, 0.72, 0.1741
model-1593639189, 1593639207.186, 0.66, 0.2148, 0.75, 0.1882
model-1593639189, 1593639207.231, 0.74, 0.1789, 0.7, 0.1907
model-1593639189, 1593639207.276, 0.7, 0.1925, 0.68, 0.1923
model-1593639189, 1593639207.325, 0.69, 0.2028, 0.71, 0.1822
model-1593639189, 1593639207.369, 0.71, 0.1853, 0.71, 0.2066
model-1593639189, 1593639207.413, 0.61, 0.2112, 0.77, 0.1712
model-1593639189, 1593639207.461, 0.77, 0.1692, 0.73, 0.1697
model-1593639189, 1593639207.508, 0.73, 0.1714, 0.69, 0.193
model-1593639189, 1593639207.555, 0.72, 0.1837, 0.72, 0.1881
model-1593639189, 1593639207.602, 0.7, 0.187, 0.69, 0.2011
model-1593639189, 1593639207.646, 0.77, 0.1711, 0.74, 0.1902
model-1593639189, 1593639207.689, 0.69, 0.2247, 0.69, 0.1878
model-1593639189, 1593639207.737, 0.7, 0.1855, 0.64, 0.2183
model-1593639189, 1593639207.781, 0.76, 0.1761, 0.78, 0.1478
model-1593639189, 1593639207.824, 0.72, 0.1988, 0.68, 0.179
model-1593639189, 1593639207.871, 0.66, 0.2131, 0.79, 0.1448
model-1593639189, 1593639207.918, 0.7, 0.18, 0.69, 0.1989
model-1593639189, 1593639207.964, 0.69, 0.179, 0.81, 0.1602
model-1593639189, 1593639208.01, 0.73, 0.1957, 0.64, 0.2102
model-1593639189, 1593639208.055, 0.75, 0.1729, 0.71, 0.1899
model-1593639189, 1593639208.098, 0.72, 0.1973, 0.75, 0.1789
model-1593639189, 1593639208.144, 0.75, 0.1657, 0.74, 0.1719
model-1593639189, 1593639208.188, 0.7, 0.1773, 0.72, 0.2011
model-1593639189, 1593639208.233, 0.7, 0.2, 0.66, 0.2135
model-1593639189, 1593639208.285, 0.72, 0.1917, 0.74, 0.1817
model-1593639189, 1593639208.33, 0.73, 0.1827, 0.69, 0.2089
model-1593639189, 1593639208.375, 0.65, 0.22, 0.65, 0.2319
model-1593639189, 1593639208.424, 0.65, 0.2143, 0.74, 0.1922
model-1593639189, 1593639208.468, 0.74, 0.1762, 0.73, 0.1765
model-1593639189, 1593639208.511, 0.67, 0.2018, 0.66, 0.2039
model-1593639189, 1593639208.56, 0.8, 0.1637, 0.79, 0.1591
model-1593639189, 1593639208.607, 0.79, 0.1652, 0.75, 0.1628
model-1593639189, 1593639208.652, 0.65, 0.2154, 0.73, 0.1795
model-1593639189, 1593639208.699, 0.74, 0.181, 0.71, 0.1913
model-1593639189, 1593639208.745, 0.74, 0.1926, 0.72, 0.1709
model-1593639189, 1593639208.789, 0.75, 0.1765, 0.73, 0.1884
model-1593639189, 1593639208.835, 0.64, 0.2261, 0.75, 0.1742
model-1593639189, 1593639208.879, 0.73, 0.1784, 0.69, 0.2002
model-1593639189, 1593639208.922, 0.67, 0.1951, 0.72, 0.1813
model-1593639189, 1593639208.975, 0.71, 0.1868, 0.73, 0.1924
model-1593639189, 1593639209.018, 0.7, 0.2048, 0.67, 0.2027
model-1593639189, 1593639209.062, 0.74, 0.1847, 0.66, 0.1963
model-1593639189, 1593639209.109, 0.7, 0.2127, 0.66, 0.218
model-1593639189, 1593639209.154, 0.72, 0.1984, 0.7, 0.2117
model-1593639189, 1593639209.198, 0.69, 0.209, 0.73, 0.1847
model-1593639189, 1593639209.245, 0.72, 0.1776, 0.75, 0.1798
model-1593639189, 1593639209.292, 0.75, 0.1793, 0.73, 0.1762
model-1593639189, 1593639209.338, 0.7, 0.1894, 0.71, 0.1923
model-1593639189, 1593639209.385, 0.77, 0.1762, 0.67, 0.2044
model-1593639189, 1593639209.428, 0.8, 0.172, 0.81, 0.1434
model-1593639189, 1593639209.482, 0.71, 0.1836, 0.7, 0.1808
model-1593639189, 1593639209.528, 0.74, 0.1818, 0.78, 0.1613
model-1593639189, 1593639209.574, 0.78, 0.1509, 0.73, 0.1819
model-1593639189, 1593639209.62, 0.74, 0.1881, 0.76, 0.1714
model-1593639189, 1593639209.667, 0.76, 0.1657, 0.77, 0.1541
model-1593639189, 1593639209.711, 0.7, 0.1912, 0.8, 0.1293
model-1593639189, 1593639209.755, 0.81, 0.1515, 0.77, 0.1576
model-1593639189, 1593639209.802, 0.74, 0.1809, 0.7, 0.1908
model-1593639189, 1593639209.85, 0.73, 0.1804, 0.67, 0.2082
model-1593639189, 1593639209.895, 0.69, 0.1799, 0.75, 0.1506
model-1593639189, 1593639209.942, 0.74, 0.172, 0.74, 0.1676
model-1593639189, 1593639209.988, 0.67, 0.2057, 0.79, 0.1662
model-1593639189, 1593639210.032, 0.75, 0.1815, 0.79, 0.1448
model-1593639189, 1593639210.078, 0.75, 0.1823, 0.79, 0.1542
model-1593639189, 1593639210.121, 0.73, 0.1596, 0.74, 0.1752
model-1593639189, 1593639210.165, 0.67, 0.2096, 0.71, 0.1913
model-1593639189, 1593639210.211, 0.73, 0.1818, 0.67, 0.1998
model-1593639189, 1593639210.254, 0.71, 0.2075, 0.76, 0.1708
model-1593639189, 1593639210.298, 0.7, 0.1824, 0.79, 0.157
model-1593639189, 1593639210.35, 0.7, 0.1906, 0.69, 0.1809
model-1593639189, 1593639210.393, 0.64, 0.2135, 0.78, 0.1729
model-1593639189, 1593639210.437, 0.72, 0.1834, 0.78, 0.1816
model-1593639189, 1593639210.483, 0.74, 0.1824, 0.79, 0.1698
model-1593639189, 1593639210.527, 0.7, 0.1846, 0.64, 0.1992
model-1593639189, 1593639210.571, 0.69, 0.2136, 0.78, 0.1713
model-1593639189, 1593639210.616, 0.76, 0.1636, 0.73, 0.1775
model-1593639189, 1593639210.66, 0.81, 0.153, 0.73, 0.172
model-1593639189, 1593639210.707, 0.78, 0.1618, 0.84, 0.1356
model-1593639189, 1593639210.756, 0.69, 0.2066, 0.73, 0.1614
model-1593639189, 1593639210.8, 0.71, 0.1913, 0.71, 0.2023
model-1593639189, 1593639210.843, 0.69, 0.1832, 0.77, 0.1604
model-1593639189, 1593639210.889, 0.74, 0.1686, 0.72, 0.1886
model-1593639189, 1593639210.933, 0.83, 0.1382, 0.72, 0.1864
model-1593639189, 1593639210.978, 0.76, 0.1759, 0.74, 0.1686
model-1593639189, 1593639211.03, 0.67, 0.209, 0.69, 0.2116
model-1593639189, 1593639211.074, 0.79, 0.1377, 0.75, 0.1704
model-1593639189, 1593639211.117, 0.72, 0.1618, 0.83, 0.1603
model-1593639189, 1593639211.163, 0.74, 0.1901, 0.75, 0.1744
model-1593639189, 1593639211.207, 0.71, 0.1926, 0.69, 0.2058
model-1593639189, 1593639211.25, 0.73, 0.1774, 0.73, 0.1685
model-1593639189, 1593639211.298, 0.72, 0.1758, 0.74, 0.1741
model-1593639189, 1593639211.342, 0.76, 0.1853, 0.78, 0.1462
model-1593639189, 1593639211.385, 0.75, 0.1629, 0.73, 0.1777
model-1593639189, 1593639211.432, 0.76, 0.1827, 0.78, 0.1786
model-1593639189, 1593639211.475, 0.76, 0.1623, 0.68, 0.2271
model-1593639189, 1593639211.519, 0.64, 0.2071, 0.73, 0.1801
model-1593639189, 1593639211.566, 0.79, 0.1521, 0.68, 0.1936
model-1593639189, 1593639211.611, 0.78, 0.1505, 0.74, 0.1893
model-1593639189, 1593639211.655, 0.71, 0.1899, 0.65, 0.2244
model-1593639189, 1593639211.702, 0.76, 0.1659, 0.75, 0.1629
model-1593639189, 1593639211.745, 0.76, 0.1719, 0.74, 0.1596
model-1593639189, 1593639211.79, 0.75, 0.19, 0.74, 0.1732
model-1593639189, 1593639211.837, 0.75, 0.1714, 0.77, 0.161
model-1593639189, 1593639211.881, 0.79, 0.1617, 0.71, 0.1846
model-1593639189, 1593639211.924, 0.78, 0.122, 0.77, 0.1627
model-1593639189, 1593639211.97, 0.79, 0.142, 0.74, 0.1765
model-1593639189, 1593639212.018, 0.68, 0.207, 0.69, 0.1999
model-1593639189, 1593639212.061, 0.81, 0.148, 0.76, 0.1714
model-1593639189, 1593639212.107, 0.76, 0.1733, 0.78, 0.1471
model-1593639189, 1593639212.151, 0.8, 0.1444, 0.74, 0.1768
model-1593639189, 1593639212.194, 0.71, 0.1826, 0.7, 0.1855
model-1593639189, 1593639212.24, 0.73, 0.1642, 0.74, 0.1803
model-1593639189, 1593639212.282, 0.72, 0.187, 0.73, 0.1803
model-1593639189, 1593639212.325, 0.79, 0.1445, 0.73, 0.1699
model-1593639189, 1593639212.375, 0.7, 0.1914, 0.74, 0.1953
model-1593639189, 1593639212.419, 0.77, 0.1525, 0.73, 0.1874
model-1593639189, 1593639212.462, 0.79, 0.1525, 0.75, 0.1794
model-1593639189, 1593639212.507, 0.71, 0.1971, 0.72, 0.1749
model-1593639189, 1593639212.552, 0.72, 0.1911, 0.73, 0.1656
model-1593639189, 1593639212.595, 0.73, 0.179, 0.82, 0.1327
model-1593639189, 1593639212.645, 0.78, 0.1605, 0.78, 0.1579
model-1593639189, 1593639212.688, 0.78, 0.1554, 0.73, 0.1845
model-1593639189, 1593639212.731, 0.75, 0.1778, 0.76, 0.165
model-1593639189, 1593639212.777, 0.75, 0.1597, 0.8, 0.157
model-1593639189, 1593639212.821, 0.77, 0.1713, 0.85, 0.1421
model-1593639189, 1593639212.864, 0.76, 0.164, 0.76, 0.1738
model-1593639189, 1593639212.911, 0.69, 0.1592, 0.74, 0.1616
model-1593639189, 1593639212.955, 0.79, 0.1451, 0.78, 0.1425
model-1593639189, 1593639212.999, 0.65, 0.1917, 0.78, 0.1687
model-1593639189, 1593639213.047, 0.8, 0.1433, 0.72, 0.1809
model-1593639189, 1593639213.09, 0.73, 0.1604, 0.79, 0.1553
model-1593639189, 1593639213.133, 0.8, 0.1456, 0.77, 0.1513
model-1593639189, 1593639213.179, 0.77, 0.133, 0.69, 0.1904
model-1593639189, 1593639213.222, 0.79, 0.1649, 0.74, 0.1861
model-1593639189, 1593639213.266, 0.8, 0.1629, 0.75, 0.1712
model-1593639189, 1593639213.315, 0.81, 0.1502, 0.82, 0.145
model-1593639189, 1593639213.366, 0.8, 0.1594, 0.84, 0.1366
model-1593639189, 1593639213.412, 0.76, 0.1541, 0.76, 0.1397
model-1593639189, 1593639213.458, 0.67, 0.2019, 0.76, 0.1488
model-1593639189, 1593639213.502, 0.68, 0.1809, 0.73, 0.1832
model-1593639189, 1593639213.549, 0.7, 0.1762, 0.72, 0.1806
model-1593639189, 1593639213.595, 0.78, 0.166, 0.75, 0.1899
model-1593639189, 1593639213.639, 0.71, 0.2007, 0.71, 0.1795
model-1593639189, 1593639213.683, 0.75, 0.1652, 0.71, 0.1993
model-1593639189, 1593639213.729, 0.83, 0.1257, 0.68, 0.2182
model-1593639189, 1593639213.773, 0.72, 0.2004, 0.75, 0.1814
model-1593639189, 1593639213.816, 0.7, 0.1795, 0.68, 0.208
model-1593639189, 1593639213.863, 0.75, 0.1623, 0.77, 0.1549
model-1593639189, 1593639213.907, 0.82, 0.1487, 0.7, 0.1845
model-1593639189, 1593639213.951, 0.72, 0.1722, 0.68, 0.1997
model-1593639189, 1593639213.997, 0.73, 0.1738, 0.71, 0.1891
model-1593639189, 1593639214.041, 0.77, 0.1696, 0.74, 0.1835
model-1593639189, 1593639214.089, 0.79, 0.1538, 0.71, 0.1618
model-1593639189, 1593639214.135, 0.78, 0.1402, 0.77, 0.1768
model-1593639189, 1593639214.18, 0.8, 0.1592, 0.8, 0.1662
model-1593639189, 1593639214.223, 0.8, 0.1559, 0.75, 0.1448
model-1593639189, 1593639214.268, 0.77, 0.1575, 0.7, 0.1982
model-1593639189, 1593639214.311, 0.77, 0.1626, 0.8, 0.1411
model-1593639189, 1593639214.356, 0.76, 0.1606, 0.79, 0.1487
model-1593639189, 1593639214.41, 0.74, 0.1695, 0.7, 0.1864
model-1593639189, 1593639214.456, 0.74, 0.1758, 0.81, 0.1318
model-1593639189, 1593639214.5, 0.72, 0.1819, 0.76, 0.1531
model-1593639189, 1593639214.546, 0.77, 0.1649, 0.82, 0.1456
model-1593639189, 1593639214.589, 0.8, 0.1579, 0.74, 0.1788
model-1593639189, 1593639214.633, 0.74, 0.1717, 0.72, 0.1814
model-1593639189, 1593639214.68, 0.79, 0.1654, 0.8, 0.1451
model-1593639189, 1593639214.723, 0.72, 0.1911, 0.78, 0.1433
model-1593639189, 1593639214.766, 0.79, 0.1557, 0.76, 0.1592
model-1593639189, 1593639214.813, 0.78, 0.1494, 0.73, 0.1773
model-1593639189, 1593639214.857, 0.77, 0.167, 0.8, 0.1526
model-1593639189, 1593639214.9, 0.86, 0.1254, 0.74, 0.1541
model-1593639189, 1593639214.947, 0.8, 0.1516, 0.76, 0.1586
model-1593639189, 1593639214.991, 0.81, 0.1417, 0.7, 0.1784
model-1593639189, 1593639215.034, 0.83, 0.1331, 0.76, 0.1689
model-1593639189, 1593639215.085, 0.8, 0.1353, 0.74, 0.1748
model-1593639189, 1593639215.131, 0.77, 0.1597, 0.7, 0.1929
model-1593639189, 1593639215.174, 0.76, 0.1691, 0.8, 0.1307
model-1593639189, 1593639215.221, 0.82, 0.132, 0.72, 0.1828
model-1593639189, 1593639215.265, 0.69, 0.1882, 0.68, 0.1937
model-1593639189, 1593639215.308, 0.81, 0.1383, 0.76, 0.1639
model-1593639189, 1593639215.355, 0.74, 0.1636, 0.75, 0.1597
model-1593639189, 1593639215.4, 0.76, 0.1744, 0.74, 0.175
model-1593639189, 1593639215.445, 0.74, 0.1578, 0.65, 0.183
model-1593639189, 1593639215.492, 0.76, 0.179, 0.79, 0.1553
model-1593639189, 1593639215.535, 0.84, 0.1253, 0.79, 0.153
model-1593639189, 1593639215.579, 0.8, 0.1493, 0.74, 0.169
model-1593639189, 1593639215.625, 0.78, 0.1684, 0.72, 0.1807
model-1593639189, 1593639215.668, 0.78, 0.1602, 0.79, 0.1617
model-1593639189, 1593639215.712, 0.74, 0.1751, 0.72, 0.1775
model-1593639189, 1593639215.758, 0.79, 0.1527, 0.81, 0.1088
model-1593639189, 1593639215.802, 0.71, 0.1885, 0.73, 0.1746
model-1593639189, 1593639215.845, 0.75, 0.1579, 0.81, 0.1257
model-1593639189, 1593639215.893, 0.75, 0.1705, 0.74, 0.1525
model-1593639189, 1593639215.937, 0.76, 0.1696, 0.76, 0.1547
model-1593639189, 1593639215.981, 0.77, 0.1676, 0.82, 0.1452
model-1593639189, 1593639216.027, 0.79, 0.1616, 0.81, 0.1447
model-1593639189, 1593639216.071, 0.8, 0.1352, 0.79, 0.1467
model-1593639189, 1593639216.121, 0.79, 0.1529, 0.78, 0.1379
model-1593639189, 1593639216.171, 0.77, 0.1603, 0.75, 0.1707
model-1593639189, 1593639216.217, 0.78, 0.1625, 0.78, 0.1504
model-1593639189, 1593639216.261, 0.81, 0.1395, 0.73, 0.1755
model-1593639189, 1593639216.307, 0.7, 0.1717, 0.73, 0.1787
model-1593639189, 1593639216.35, 0.8, 0.1418, 0.88, 0.1033
model-1593639189, 1593639216.398, 0.68, 0.2068, 0.76, 0.1678
model-1593639189, 1593639216.446, 0.8, 0.1462, 0.64, 0.1871
model-1593639189, 1593639216.49, 0.76, 0.1539, 0.74, 0.1576
model-1593639189, 1593639216.533, 0.82, 0.1345, 0.8, 0.1377
model-1593639189, 1593639216.579, 0.79, 0.1505, 0.74, 0.1746
model-1593639189, 1593639216.623, 0.74, 0.1836, 0.78, 0.1589
model-1593639189, 1593639216.667, 0.87, 0.117, 0.75, 0.164
model-1593639189, 1593639216.716, 0.75, 0.174, 0.79, 0.1641
model-1593639189, 1593639216.76, 0.77, 0.1716, 0.82, 0.1131
model-1593639189, 1593639216.804, 0.85, 0.1255, 0.8, 0.148
model-1593639189, 1593639216.852, 0.81, 0.1517, 0.7, 0.1692
model-1593639189, 1593639216.895, 0.81, 0.1463, 0.84, 0.118
model-1593639189, 1593639216.939, 0.7, 0.2018, 0.73, 0.1742
model-1593639189, 1593639216.985, 0.78, 0.1631, 0.77, 0.1588
model-1593639189, 1593639217.028, 0.77, 0.16, 0.72, 0.1607
model-1593639189, 1593639217.072, 0.78, 0.1624, 0.8, 0.1606
model-1593639189, 1593639217.117, 0.77, 0.1571, 0.78, 0.1634
model-1593639189, 1593639217.166, 0.78, 0.1708, 0.67, 0.2066
model-1593639189, 1593639217.211, 0.76, 0.1662, 0.74, 0.1913
model-1593639189, 1593639217.258, 0.7, 0.1671, 0.76, 0.179
model-1593639189, 1593639217.302, 0.82, 0.1392, 0.81, 0.1465
model-1593639189, 1593639217.345, 0.79, 0.1356, 0.82, 0.1339
model-1593639189, 1593639217.39, 0.75, 0.1868, 0.79, 0.1386
model-1593639189, 1593639217.433, 0.72, 0.1807, 0.77, 0.1587
model-1593639189, 1593639217.477, 0.79, 0.163, 0.72, 0.1761
model-1593639189, 1593639217.523, 0.75, 0.1625, 0.75, 0.1685
model-1593639189, 1593639217.567, 0.82, 0.1434, 0.77, 0.1681
model-1593639189, 1593639217.61, 0.78, 0.1672, 0.76, 0.1784
model-1593639189, 1593639217.658, 0.78, 0.1567, 0.84, 0.1166
model-1593639189, 1593639217.702, 0.83, 0.1318, 0.83, 0.139
model-1593639189, 1593639217.749, 0.7, 0.1801, 0.75, 0.1535
model-1593639189, 1593639217.797, 0.77, 0.157, 0.69, 0.202
model-1593639189, 1593639217.84, 0.79, 0.1511, 0.87, 0.1259
model-1593639189, 1593639217.884, 0.85, 0.1109, 0.71, 0.1986
model-1593639189, 1593639217.93, 0.73, 0.1915, 0.81, 0.1374
model-1593639189, 1593639217.973, 0.73, 0.1852, 0.78, 0.1517
model-1593639189, 1593639218.017, 0.72, 0.1885, 0.77, 0.1532
model-1593639189, 1593639218.063, 0.8, 0.1437, 0.7, 0.2051
model-1593639189, 1593639218.106, 0.71, 0.1984, 0.7, 0.1809
model-1593639189, 1593639218.151, 0.77, 0.1536, 0.85, 0.1148
model-1593639189, 1593639218.203, 0.77, 0.1606, 0.79, 0.1309
model-1593639189, 1593639218.249, 0.84, 0.1324, 0.74, 0.1647
model-1593639189, 1593639218.292, 0.73, 0.1599, 0.7, 0.1754
model-1593639189, 1593639218.338, 0.69, 0.1926, 0.78, 0.1534
model-1593639189, 1593639218.382, 0.78, 0.1462, 0.79, 0.1396
model-1593639189, 1593639218.428, 0.79, 0.1566, 0.81, 0.1541
model-1593639189, 1593639218.477, 0.71, 0.1831, 0.73, 0.1777
model-1593639189, 1593639218.52, 0.8, 0.1558, 0.83, 0.1418
model-1593639189, 1593639218.564, 0.75, 0.1509, 0.81, 0.1477
model-1593639189, 1593639218.609, 0.81, 0.1386, 0.77, 0.1493
model-1593639189, 1593639218.652, 0.83, 0.1139, 0.71, 0.1647
model-1593639189, 1593639218.696, 0.78, 0.1509, 0.77, 0.1505
model-1593639189, 1593639218.745, 0.81, 0.1524, 0.83, 0.1273
model-1593639189, 1593639218.788, 0.8, 0.1343, 0.71, 0.1771
model-1593639189, 1593639218.832, 0.76, 0.1706, 0.82, 0.1378
model-1593639189, 1593639218.877, 0.72, 0.1677, 0.75, 0.1814
model-1593639189, 1593639218.921, 0.68, 0.214, 0.83, 0.1397
model-1593639189, 1593639218.965, 0.75, 0.1816, 0.83, 0.14
model-1593639189, 1593639219.011, 0.75, 0.1482, 0.73, 0.1729
model-1593639189, 1593639219.055, 0.75, 0.1627, 0.75, 0.1771
model-1593639189, 1593639219.098, 0.77, 0.1581, 0.76, 0.1656
model-1593639189, 1593639219.147, 0.73, 0.173, 0.79, 0.1608
model-1593639189, 1593639219.195, 0.81, 0.1364, 0.72, 0.1758
model-1593639189, 1593639219.239, 0.78, 0.1522, 0.7, 0.2097
model-1593639189, 1593639219.285, 0.79, 0.1375, 0.78, 0.1524
model-1593639189, 1593639219.329, 0.76, 0.1526, 0.82, 0.1486
model-1593639189, 1593639219.371, 0.78, 0.1612, 0.79, 0.1462
model-1593639189, 1593639219.417, 0.74, 0.1748, 0.79, 0.1469
model-1593639189, 1593639219.462, 0.76, 0.145, 0.69, 0.1885
model-1593639189, 1593639219.506, 0.71, 0.1844, 0.81, 0.1268
model-1593639189, 1593639219.551, 0.69, 0.2094, 0.77, 0.1537
model-1593639189, 1593639219.595, 0.79, 0.1439, 0.72, 0.1756
model-1593639189, 1593639219.638, 0.77, 0.1658, 0.81, 0.1352
model-1593639189, 1593639219.684, 0.78, 0.1545, 0.77, 0.1578
model-1593639189, 1593639219.729, 0.67, 0.2073, 0.74, 0.1676
model-1593639189, 1593639219.774, 0.71, 0.1814, 0.82, 0.1231
model-1593639189, 1593639219.822, 0.8, 0.1542, 0.73, 0.1764
model-1593639189, 1593639219.854, 0.75, 0.187, 0.78, 0.148
model-1593639189, 1593639219.905, 0.7, 0.1681, 0.81, 0.1521
model-1593639189, 1593639219.948, 0.81, 0.1365, 0.75, 0.1467
model-1593639189, 1593639219.992, 0.74, 0.1533, 0.83, 0.1102
model-1593639189, 1593639220.04, 0.86, 0.1112, 0.71, 0.1828
model-1593639189, 1593639220.083, 0.75, 0.1703, 0.84, 0.1525
model-1593639189, 1593639220.127, 0.74, 0.1802, 0.81, 0.1319
model-1593639189, 1593639220.175, 0.81, 0.1279, 0.72, 0.1849
model-1593639189, 1593639220.225, 0.77, 0.1602, 0.68, 0.177
model-1593639189, 1593639220.278, 0.79, 0.14, 0.8, 0.1453
model-1593639189, 1593639220.325, 0.75, 0.1705, 0.83, 0.1322
model-1593639189, 1593639220.369, 0.8, 0.1428, 0.7, 0.1818
model-1593639189, 1593639220.413, 0.74, 0.1828, 0.8, 0.1658
model-1593639189, 1593639220.464, 0.82, 0.1318, 0.66, 0.2202
model-1593639189, 1593639220.509, 0.74, 0.16, 0.84, 0.1471
model-1593639189, 1593639220.553, 0.77, 0.1494, 0.8, 0.1472
model-1593639189, 1593639220.6, 0.81, 0.1433, 0.71, 0.2099
model-1593639189, 1593639220.644, 0.73, 0.2005, 0.77, 0.1515
model-1593639189, 1593639220.691, 0.76, 0.1597, 0.75, 0.1625
model-1593639189, 1593639220.738, 0.77, 0.1587, 0.8, 0.1367
model-1593639189, 1593639220.782, 0.76, 0.1583, 0.8, 0.1298
model-1593639189, 1593639220.826, 0.74, 0.175, 0.79, 0.1441
model-1593639189, 1593639220.873, 0.8, 0.1506, 0.91, 0.0981
model-1593639189, 1593639220.917, 0.81, 0.1326, 0.73, 0.1616
model-1593639189, 1593639220.961, 0.73, 0.1804, 0.77, 0.1439
model-1593639189, 1593639221.008, 0.82, 0.1246, 0.78, 0.1641
model-1593639189, 1593639221.052, 0.75, 0.1648, 0.8, 0.1332
model-1593639189, 1593639221.096, 0.81, 0.1186, 0.74, 0.1572
model-1593639189, 1593639221.142, 0.85, 0.1221, 0.72, 0.1847
model-1593639189, 1593639221.188, 0.77, 0.1409, 0.79, 0.1591
model-1593639189, 1593639221.235, 0.77, 0.1567, 0.76, 0.1516
model-1593639189, 1593639221.286, 0.7, 0.1817, 0.74, 0.1639
model-1593639189, 1593639221.329, 0.82, 0.135, 0.83, 0.1256
model-1593639189, 1593639221.374, 0.78, 0.1669, 0.82, 0.1332
model-1593639189, 1593639221.421, 0.8, 0.1427, 0.84, 0.1335
model-1593639189, 1593639221.464, 0.74, 0.1687, 0.72, 0.1721
model-1593639189, 1593639221.514, 0.75, 0.175, 0.79, 0.1471
model-1593639189, 1593639221.56, 0.79, 0.1601, 0.77, 0.1479
model-1593639189, 1593639221.604, 0.82, 0.1446, 0.75, 0.1681
model-1593639189, 1593639221.648, 0.75, 0.1698, 0.7, 0.1924
model-1593639189, 1593639221.694, 0.79, 0.1508, 0.79, 0.1427
model-1593639189, 1593639221.74, 0.73, 0.156, 0.75, 0.1629
model-1593639189, 1593639221.783, 0.75, 0.1718, 0.8, 0.1522
model-1593639189, 1593639221.831, 0.78, 0.1576, 0.82, 0.1029
model-1593639189, 1593639221.874, 0.73, 0.1714, 0.76, 0.1669
model-1593639189, 1593639221.918, 0.82, 0.1346, 0.84, 0.1283
model-1593639189, 1593639221.964, 0.8, 0.1616, 0.76, 0.1543
model-1593639189, 1593639222.008, 0.81, 0.1338, 0.76, 0.155
model-1593639189, 1593639222.052, 0.83, 0.1121, 0.85, 0.1269
model-1593639189, 1593639222.1, 0.75, 0.164, 0.82, 0.1275
model-1593639189, 1593639222.144, 0.73, 0.1771, 0.8, 0.1477
model-1593639189, 1593639222.188, 0.8, 0.1401, 0.79, 0.1482
model-1593639189, 1593639222.235, 0.71, 0.1768, 0.8, 0.142
model-1593639189, 1593639222.281, 0.83, 0.1347, 0.78, 0.1479
model-1593639189, 1593639222.325, 0.75, 0.1871, 0.82, 0.1242
model-1593639189, 1593639222.372, 0.79, 0.1494, 0.8, 0.1436
model-1593639189, 1593639222.415, 0.74, 0.1679, 0.79, 0.1617
model-1593639189, 1593639222.459, 0.75, 0.1518, 0.74, 0.1951
model-1593639189, 1593639222.507, 0.78, 0.1448, 0.87, 0.1085
model-1593639189, 1593639222.551, 0.81, 0.1262, 0.69, 0.208
model-1593639189, 1593639222.594, 0.73, 0.1551, 0.78, 0.1431
model-1593639189, 1593639222.643, 0.74, 0.1787, 0.81, 0.1256
model-1593639189, 1593639222.686, 0.75, 0.1566, 0.78, 0.135
model-1593639189, 1593639222.731, 0.81, 0.1396, 0.81, 0.1444
model-1593639189, 1593639222.782, 0.77, 0.1585, 0.78, 0.1603
model-1593639189, 1593639222.826, 0.81, 0.1286, 0.8, 0.1616
model-1593639189, 1593639222.87, 0.76, 0.1587, 0.76, 0.1623
model-1593639189, 1593639222.915, 0.82, 0.1342, 0.76, 0.1683
model-1593639189, 1593639222.959, 0.81, 0.1349, 0.78, 0.1442
model-1593639189, 1593639223.002, 0.79, 0.1533, 0.83, 0.1265
model-1593639189, 1593639223.048, 0.74, 0.1752, 0.78, 0.1477
model-1593639189, 1593639223.092, 0.81, 0.1342, 0.82, 0.1446
model-1593639189, 1593639223.135, 0.85, 0.1204, 0.82, 0.1366
model-1593639189, 1593639223.18, 0.81, 0.149, 0.82, 0.1441
model-1593639189, 1593639223.223, 0.84, 0.1264, 0.78, 0.1689
model-1593639189, 1593639223.267, 0.76, 0.1768, 0.84, 0.1203
model-1593639189, 1593639223.319, 0.81, 0.1329, 0.75, 0.1728
model-1593639189, 1593639223.363, 0.75, 0.1847, 0.84, 0.1175
model-1593639189, 1593639223.406, 0.83, 0.1263, 0.73, 0.1749
model-1593639189, 1593639223.452, 0.79, 0.1399, 0.79, 0.1691
model-1593639189, 1593639223.495, 0.8, 0.1645, 0.77, 0.1444
model-1593639189, 1593639223.545, 0.77, 0.1562, 0.87, 0.0947
model-1593639189, 1593639223.59, 0.74, 0.1594, 0.69, 0.1949
model-1593639189, 1593639223.637, 0.81, 0.1439, 0.75, 0.1599
model-1593639189, 1593639223.684, 0.84, 0.1366, 0.77, 0.1469
model-1593639189, 1593639223.73, 0.74, 0.1482, 0.86, 0.109
model-1593639189, 1593639223.777, 0.72, 0.1859, 0.84, 0.1269
