model-1593639189, 1593639195.094, 0.64, 0.2325, 0.71, 0.2199
model-1593639189, 1593639195.138, 0.56, 0.2356, 0.59, 0.2384
model-1593639189, 1593639195.182, 0.66, 0.2336, 0.67, 0.2122
model-1593639189, 1593639195.228, 0.65, 0.226, 0.55, 0.237
model-1593639189, 1593639195.272, 0.63, 0.233, 0.69, 0.2237
model-1593639189, 1593639195.315, 0.71, 0.2064, 0.58, 0.2393
model-1593639189, 1593639195.361, 0.63, 0.2323, 0.59, 0.2315
model-1593639189, 1593639195.405, 0.59, 0.2345, 0.58, 0.2481
model-1593639189, 1593639195.449, 0.59, 0.231, 0.55, 0.2527
model-1593639189, 1593639195.495, 0.66, 0.2342, 0.6, 0.244
model-1593639189, 1593639195.539, 0.6, 0.2368, 0.59, 0.2483
model-1593639189, 1593639195.585, 0.62, 0.2495, 0.65, 0.2172
model-1593639189, 1593639195.637, 0.59, 0.2227, 0.67, 0.2217
model-1593639189, 1593639195.682, 0.68, 0.2155, 0.53, 0.2466
model-1593639189, 1593639195.726, 0.7, 0.2208, 0.61, 0.2313
model-1593639189, 1593639195.773, 0.63, 0.2291, 0.68, 0.2116
model-1593639189, 1593639195.817, 0.64, 0.2302, 0.66, 0.2177
model-1593639189, 1593639195.861, 0.67, 0.2175, 0.68, 0.2065
model-1593639189, 1593639195.909, 0.7, 0.2062, 0.61, 0.2323
model-1593639189, 1593639195.952, 0.65, 0.2348, 0.63, 0.2492
model-1593639189, 1593639195.995, 0.47, 0.2688, 0.7, 0.2272
model-1593639189, 1593639196.042, 0.58, 0.2488, 0.59, 0.2309
model-1593639189, 1593639196.089, 0.63, 0.2181, 0.58, 0.2517
model-1593639189, 1593639196.134, 0.66, 0.2348, 0.6, 0.2349
model-1593639189, 1593639196.181, 0.6, 0.2393, 0.56, 0.2521
model-1593639189, 1593639196.225, 0.64, 0.2316, 0.57, 0.248
model-1593639189, 1593639196.268, 0.66, 0.2172, 0.61, 0.2313
model-1593639189, 1593639196.318, 0.63, 0.2216, 0.53, 0.2595
model-1593639189, 1593639196.362, 0.56, 0.2427, 0.65, 0.2188
model-1593639189, 1593639196.405, 0.67, 0.2258, 0.55, 0.2579
model-1593639189, 1593639196.451, 0.55, 0.2512, 0.65, 0.2083
model-1593639189, 1593639196.495, 0.62, 0.2428, 0.64, 0.2281
model-1593639189, 1593639196.539, 0.65, 0.2015, 0.65, 0.2248
model-1593639189, 1593639196.585, 0.54, 0.2561, 0.58, 0.2382
model-1593639189, 1593639196.63, 0.56, 0.256, 0.65, 0.2281
model-1593639189, 1593639196.676, 0.58, 0.2245, 0.59, 0.2324
model-1593639189, 1593639196.723, 0.56, 0.2425, 0.62, 0.2284
model-1593639189, 1593639196.767, 0.58, 0.2391, 0.53, 0.2489
model-1593639189, 1593639196.811, 0.64, 0.2377, 0.68, 0.2285
model-1593639189, 1593639196.859, 0.62, 0.2361, 0.59, 0.2356
model-1593639189, 1593639196.902, 0.56, 0.2456, 0.63, 0.229
model-1593639189, 1593639196.945, 0.65, 0.2297, 0.64, 0.2266
model-1593639189, 1593639196.992, 0.63, 0.2264, 0.57, 0.2431
model-1593639189, 1593639197.036, 0.6, 0.2337, 0.66, 0.2243
model-1593639189, 1593639197.08, 0.64, 0.2265, 0.66, 0.2158
model-1593639189, 1593639197.13, 0.57, 0.2441, 0.64, 0.2246
model-1593639189, 1593639197.173, 0.53, 0.2475, 0.61, 0.2318
model-1593639189, 1593639197.217, 0.69, 0.2021, 0.64, 0.22
model-1593639189, 1593639197.264, 0.57, 0.23, 0.6, 0.2422
model-1593639189, 1593639197.308, 0.58, 0.2314, 0.62, 0.2409
model-1593639189, 1593639197.352, 0.64, 0.2231, 0.6, 0.2416
model-1593639189, 1593639197.405, 0.63, 0.2173, 0.67, 0.2167
model-1593639189, 1593639197.454, 0.61, 0.209, 0.59, 0.2485
model-1593639189, 1593639197.497, 0.64, 0.227, 0.64, 0.2226
model-1593639189, 1593639197.544, 0.67, 0.216, 0.65, 0.2304
model-1593639189, 1593639197.588, 0.57, 0.2578, 0.65, 0.2214
model-1593639189, 1593639197.633, 0.58, 0.2416, 0.67, 0.2155
model-1593639189, 1593639197.685, 0.54, 0.2334, 0.64, 0.2323
model-1593639189, 1593639197.73, 0.56, 0.237, 0.59, 0.2317
model-1593639189, 1593639197.774, 0.64, 0.2096, 0.64, 0.2105
model-1593639189, 1593639197.82, 0.59, 0.2268, 0.61, 0.2223
model-1593639189, 1593639197.865, 0.53, 0.2578, 0.54, 0.2508
model-1593639189, 1593639197.91, 0.6, 0.2227, 0.54, 0.2361
model-1593639189, 1593639197.957, 0.64, 0.2159, 0.6, 0.2269
model-1593639189, 1593639198.001, 0.61, 0.2374, 0.66, 0.2179
model-1593639189, 1593639198.045, 0.71, 0.2184, 0.64, 0.2275
model-1593639189, 1593639198.092, 0.66, 0.2283, 0.7, 0.2092
model-1593639189, 1593639198.136, 0.68, 0.2106, 0.61, 0.2413
model-1593639189, 1593639198.18, 0.7, 0.2068, 0.56, 0.2303
model-1593639189, 1593639198.227, 0.55, 0.2676, 0.62, 0.229
model-1593639189, 1593639198.272, 0.5, 0.2506, 0.72, 0.1965
model-1593639189, 1593639198.316, 0.58, 0.2272, 0.62, 0.2349
model-1593639189, 1593639198.363, 0.65, 0.2221, 0.61, 0.2267
model-1593639189, 1593639198.407, 0.76, 0.2032, 0.63, 0.2272
model-1593639189, 1593639198.453, 0.63, 0.229, 0.68, 0.2102
model-1593639189, 1593639198.5, 0.66, 0.2159, 0.59, 0.2356
model-1593639189, 1593639198.545, 0.64, 0.2228, 0.64, 0.225
model-1593639189, 1593639198.588, 0.66, 0.2166, 0.63, 0.2161
model-1593639189, 1593639198.636, 0.64, 0.2152, 0.73, 0.2006
model-1593639189, 1593639198.68, 0.62, 0.2212, 0.59, 0.2189
model-1593639189, 1593639198.727, 0.66, 0.2197, 0.62, 0.2265
model-1593639189, 1593639198.775, 0.65, 0.2204, 0.64, 0.2303
model-1593639189, 1593639198.819, 0.61, 0.2316, 0.68, 0.2172
model-1593639189, 1593639198.863, 0.65, 0.2036, 0.55, 0.2496
model-1593639189, 1593639198.911, 0.55, 0.2351, 0.67, 0.2114
model-1593639189, 1593639198.954, 0.58, 0.2322, 0.71, 0.2043
model-1593639189, 1593639198.998, 0.75, 0.1863, 0.62, 0.2276
model-1593639189, 1593639199.045, 0.62, 0.2515, 0.64, 0.2327
model-1593639189, 1593639199.09, 0.58, 0.2506, 0.69, 0.2096
model-1593639189, 1593639199.15, 0.65, 0.2263, 0.6, 0.2311
model-1593639189, 1593639199.205, 0.72, 0.2004, 0.65, 0.2221
model-1593639189, 1593639199.252, 0.62, 0.2317, 0.7, 0.2054
model-1593639189, 1593639199.297, 0.64, 0.2337, 0.66, 0.2128
model-1593639189, 1593639199.346, 0.6, 0.2316, 0.63, 0.2162
model-1593639189, 1593639199.39, 0.66, 0.2199, 0.63, 0.2276
model-1593639189, 1593639199.434, 0.62, 0.2194, 0.64, 0.2301
model-1593639189, 1593639199.481, 0.67, 0.2108, 0.73, 0.2068
model-1593639189, 1593639199.526, 0.72, 0.1979, 0.69, 0.2118
model-1593639189, 1593639199.57, 0.67, 0.2185, 0.62, 0.2349
model-1593639189, 1593639199.618, 0.66, 0.2205, 0.72, 0.1934
model-1593639189, 1593639199.662, 0.67, 0.2064, 0.63, 0.2164
model-1593639189, 1593639199.706, 0.64, 0.2146, 0.57, 0.2503
model-1593639189, 1593639199.758, 0.59, 0.2445, 0.67, 0.2199
model-1593639189, 1593639199.802, 0.69, 0.2, 0.66, 0.2295
model-1593639189, 1593639199.846, 0.6, 0.2325, 0.53, 0.2751
model-1593639189, 1593639199.894, 0.57, 0.2602, 0.64, 0.239
model-1593639189, 1593639199.938, 0.7, 0.2003, 0.63, 0.2264
model-1593639189, 1593639199.981, 0.55, 0.2418, 0.68, 0.2084
model-1593639189, 1593639200.026, 0.65, 0.2139, 0.71, 0.2066
model-1593639189, 1593639200.069, 0.58, 0.2306, 0.67, 0.2301
model-1593639189, 1593639200.111, 0.65, 0.2104, 0.66, 0.2103
model-1593639189, 1593639200.16, 0.63, 0.2311, 0.53, 0.2481
model-1593639189, 1593639200.204, 0.65, 0.225, 0.74, 0.1953
model-1593639189, 1593639200.251, 0.52, 0.2462, 0.65, 0.2224
model-1593639189, 1593639200.299, 0.63, 0.2329, 0.65, 0.2249
model-1593639189, 1593639200.343, 0.57, 0.2333, 0.62, 0.2294
model-1593639189, 1593639200.386, 0.68, 0.2074, 0.65, 0.2219
model-1593639189, 1593639200.432, 0.61, 0.2297, 0.68, 0.2208
model-1593639189, 1593639200.476, 0.58, 0.2406, 0.62, 0.2238
model-1593639189, 1593639200.52, 0.59, 0.2165, 0.61, 0.2338
model-1593639189, 1593639200.568, 0.55, 0.2301, 0.58, 0.2303
model-1593639189, 1593639200.611, 0.66, 0.2053, 0.74, 0.2131
model-1593639189, 1593639200.655, 0.73, 0.1953, 0.64, 0.2233
model-1593639189, 1593639200.7, 0.66, 0.218, 0.69, 0.2163
model-1593639189, 1593639200.746, 0.67, 0.2109, 0.64, 0.2328
model-1593639189, 1593639200.793, 0.62, 0.226, 0.68, 0.2229
model-1593639189, 1593639200.841, 0.68, 0.2185, 0.72, 0.1973
model-1593639189, 1593639200.885, 0.57, 0.2271, 0.68, 0.2185
model-1593639189, 1593639200.929, 0.57, 0.2223, 0.65, 0.1983
model-1593639189, 1593639200.975, 0.62, 0.2209, 0.69, 0.2031
model-1593639189, 1593639201.018, 0.76, 0.2069, 0.78, 0.1837
model-1593639189, 1593639201.061, 0.61, 0.2291, 0.52, 0.2651
model-1593639189, 1593639201.107, 0.66, 0.2248, 0.61, 0.2266
model-1593639189, 1593639201.15, 0.56, 0.2375, 0.68, 0.2028
model-1593639189, 1593639201.196, 0.72, 0.1989, 0.7, 0.1958
model-1593639189, 1593639201.246, 0.7, 0.2028, 0.68, 0.2204
model-1593639189, 1593639201.289, 0.61, 0.2364, 0.59, 0.2523
model-1593639189, 1593639201.332, 0.66, 0.2067, 0.7, 0.2066
model-1593639189, 1593639201.379, 0.75, 0.1997, 0.68, 0.1982
model-1593639189, 1593639201.423, 0.73, 0.19, 0.64, 0.2106
model-1593639189, 1593639201.468, 0.71, 0.1946, 0.57, 0.2551
model-1593639189, 1593639201.515, 0.67, 0.2102, 0.79, 0.1806
model-1593639189, 1593639201.559, 0.7, 0.1918, 0.73, 0.1915
model-1593639189, 1593639201.602, 0.64, 0.2138, 0.61, 0.2374
model-1593639189, 1593639201.651, 0.67, 0.2034, 0.64, 0.2074
model-1593639189, 1593639201.694, 0.63, 0.2117, 0.58, 0.2662
model-1593639189, 1593639201.738, 0.68, 0.2046, 0.63, 0.2418
model-1593639189, 1593639201.787, 0.71, 0.2111, 0.66, 0.2242
model-1593639189, 1593639201.83, 0.55, 0.2553, 0.68, 0.2102
model-1593639189, 1593639201.874, 0.68, 0.2005, 0.74, 0.1806
model-1593639189, 1593639201.92, 0.65, 0.2215, 0.62, 0.2117
model-1593639189, 1593639201.963, 0.68, 0.2157, 0.66, 0.2125
model-1593639189, 1593639202.007, 0.64, 0.206, 0.65, 0.2163
model-1593639189, 1593639202.054, 0.57, 0.2386, 0.65, 0.1925
model-1593639189, 1593639202.097, 0.67, 0.2113, 0.64, 0.2107
model-1593639189, 1593639202.145, 0.71, 0.2069, 0.7, 0.202
model-1593639189, 1593639202.197, 0.7, 0.2024, 0.69, 0.1897
model-1593639189, 1593639202.24, 0.7, 0.193, 0.58, 0.2492
model-1593639189, 1593639202.283, 0.7, 0.1938, 0.66, 0.2071
model-1593639189, 1593639202.329, 0.65, 0.2102, 0.65, 0.225
model-1593639189, 1593639202.373, 0.63, 0.2192, 0.68, 0.2095
model-1593639189, 1593639202.416, 0.69, 0.22, 0.7, 0.1894
model-1593639189, 1593639202.462, 0.72, 0.1784, 0.69, 0.2021
model-1593639189, 1593639202.505, 0.65, 0.2216, 0.64, 0.226
model-1593639189, 1593639202.548, 0.73, 0.1811, 0.69, 0.2022
model-1593639189, 1593639202.594, 0.65, 0.2254, 0.71, 0.2068
model-1593639189, 1593639202.637, 0.69, 0.1978, 0.69, 0.2053
model-1593639189, 1593639202.68, 0.6, 0.2348, 0.73, 0.1884
model-1593639189, 1593639202.726, 0.71, 0.1918, 0.68, 0.1973
model-1593639189, 1593639202.769, 0.71, 0.2105, 0.7, 0.1968
model-1593639189, 1593639202.816, 0.63, 0.2354, 0.73, 0.1873
model-1593639189, 1593639202.862, 0.62, 0.2228, 0.67, 0.1948
model-1593639189, 1593639202.906, 0.64, 0.2154, 0.62, 0.2153
model-1593639189, 1593639202.949, 0.74, 0.1896, 0.7, 0.1899
model-1593639189, 1593639202.995, 0.73, 0.1981, 0.67, 0.2016
model-1593639189, 1593639203.04, 0.66, 0.211, 0.68, 0.2114
model-1593639189, 1593639203.083, 0.66, 0.2091, 0.67, 0.2046
model-1593639189, 1593639203.129, 0.64, 0.1933, 0.64, 0.2042
model-1593639189, 1593639203.174, 0.66, 0.2106, 0.62, 0.2357
model-1593639189, 1593639203.22, 0.74, 0.1862, 0.63, 0.2298
model-1593639189, 1593639203.266, 0.67, 0.2044, 0.7, 0.2028
model-1593639189, 1593639203.309, 0.64, 0.2039, 0.7, 0.207
model-1593639189, 1593639203.352, 0.71, 0.2009, 0.68, 0.205
model-1593639189, 1593639203.398, 0.64, 0.199, 0.66, 0.208
model-1593639189, 1593639203.442, 0.69, 0.2084, 0.71, 0.2063
model-1593639189, 1593639203.486, 0.71, 0.195, 0.71, 0.195
model-1593639189, 1593639203.532, 0.62, 0.2374, 0.72, 0.2028
model-1593639189, 1593639203.575, 0.66, 0.2156, 0.72, 0.1853
model-1593639189, 1593639203.619, 0.67, 0.1908, 0.67, 0.2076
model-1593639189, 1593639203.665, 0.7, 0.2044, 0.75, 0.163
model-1593639189, 1593639203.709, 0.66, 0.2197, 0.56, 0.2463
model-1593639189, 1593639203.753, 0.68, 0.2, 0.69, 0.2104
model-1593639189, 1593639203.8, 0.59, 0.2641, 0.64, 0.2081
model-1593639189, 1593639203.846, 0.64, 0.2236, 0.7, 0.2029
model-1593639189, 1593639203.89, 0.67, 0.2009, 0.64, 0.2219
model-1593639189, 1593639203.936, 0.7, 0.1977, 0.79, 0.1698
model-1593639189, 1593639203.979, 0.74, 0.1846, 0.68, 0.2103
model-1593639189, 1593639204.023, 0.75, 0.1779, 0.73, 0.1853
model-1593639189, 1593639204.07, 0.76, 0.1947, 0.77, 0.1804
model-1593639189, 1593639204.114, 0.71, 0.1886, 0.64, 0.2128
model-1593639189, 1593639204.158, 0.8, 0.1723, 0.67, 0.213
model-1593639189, 1593639204.204, 0.65, 0.2154, 0.66, 0.2108
model-1593639189, 1593639204.255, 0.68, 0.1973, 0.69, 0.213
model-1593639189, 1593639204.298, 0.64, 0.2135, 0.7, 0.2045
model-1593639189, 1593639204.344, 0.7, 0.211, 0.73, 0.1805
model-1593639189, 1593639204.387, 0.78, 0.1646, 0.67, 0.2133
model-1593639189, 1593639204.432, 0.74, 0.1855, 0.79, 0.1676
model-1593639189, 1593639204.478, 0.68, 0.2006, 0.7, 0.1966
model-1593639189, 1593639204.522, 0.65, 0.2169, 0.63, 0.2224
model-1593639189, 1593639204.566, 0.76, 0.1693, 0.62, 0.2342
model-1593639189, 1593639204.612, 0.67, 0.2129, 0.71, 0.1982
model-1593639189, 1593639204.655, 0.63, 0.2182, 0.7, 0.1756
model-1593639189, 1593639204.698, 0.7, 0.1858, 0.65, 0.2298
model-1593639189, 1593639204.746, 0.73, 0.1939, 0.73, 0.1814
model-1593639189, 1593639204.791, 0.67, 0.223, 0.68, 0.2232
model-1593639189, 1593639204.836, 0.71, 0.1982, 0.7, 0.1859
model-1593639189, 1593639204.889, 0.7, 0.1926, 0.75, 0.1805
model-1593639189, 1593639204.933, 0.73, 0.1989, 0.66, 0.1964
model-1593639189, 1593639204.976, 0.64, 0.2096, 0.63, 0.2054
model-1593639189, 1593639205.023, 0.65, 0.207, 0.66, 0.2102
model-1593639189, 1593639205.066, 0.72, 0.1921, 0.75, 0.1815
model-1593639189, 1593639205.11, 0.62, 0.2231, 0.77, 0.1684
model-1593639189, 1593639205.157, 0.63, 0.2285, 0.76, 0.1653
model-1593639189, 1593639205.2, 0.76, 0.1727, 0.65, 0.1973
model-1593639189, 1593639205.251, 0.74, 0.1783, 0.63, 0.2159
model-1593639189, 1593639205.299, 0.68, 0.1991, 0.68, 0.2008
model-1593639189, 1593639205.343, 0.75, 0.1867, 0.68, 0.195
model-1593639189, 1593639205.386, 0.76, 0.164, 0.62, 0.2264
model-1593639189, 1593639205.433, 0.59, 0.2525, 0.66, 0.2095
model-1593639189, 1593639205.477, 0.65, 0.218, 0.63, 0.2208
model-1593639189, 1593639205.523, 0.69, 0.2035, 0.64, 0.2043
model-1593639189, 1593639205.569, 0.75, 0.1751, 0.73, 0.1827
model-1593639189, 1593639205.613, 0.69, 0.2012, 0.74, 0.1719
model-1593639189, 1593639205.657, 0.72, 0.1912, 0.71, 0.1836
model-1593639189, 1593639205.703, 0.73, 0.1841, 0.75, 0.1776
model-1593639189, 1593639205.747, 0.75, 0.1802, 0.79, 0.162
model-1593639189, 1593639205.79, 0.7, 0.2033, 0.64, 0.1981
model-1593639189, 1593639205.836, 0.66, 0.2012, 0.73, 0.1917
model-1593639189, 1593639205.882, 0.72, 0.1855, 0.71, 0.1906
model-1593639189, 1593639205.926, 0.65, 0.2167, 0.71, 0.1749
model-1593639189, 1593639205.972, 0.7, 0.2005, 0.67, 0.2007
model-1593639189, 1593639206.016, 0.71, 0.197, 0.69, 0.1931
model-1593639189, 1593639206.059, 0.61, 0.2238, 0.6, 0.2399
model-1593639189, 1593639206.105, 0.71, 0.1909, 0.67, 0.2027
model-1593639189, 1593639206.149, 0.7, 0.1702, 0.68, 0.2195
model-1593639189, 1593639206.192, 0.65, 0.2348, 0.72, 0.1859
model-1593639189, 1593639206.246, 0.71, 0.2049, 0.74, 0.1873
model-1593639189, 1593639206.291, 0.77, 0.1733, 0.56, 0.2471
model-1593639189, 1593639206.335, 0.68, 0.2013, 0.74, 0.1921
model-1593639189, 1593639206.38, 0.74, 0.1695, 0.59, 0.2502
model-1593639189, 1593639206.423, 0.67, 0.192, 0.68, 0.1908
model-1593639189, 1593639206.467, 0.7, 0.1947, 0.68, 0.2023
model-1593639189, 1593639206.515, 0.7, 0.2065, 0.64, 0.2264
model-1593639189, 1593639206.558, 0.58, 0.2444, 0.67, 0.1892
